track_id,playlist_titles,name_artist,playlist_count
4pNiE4LCVV74vfIBaUHm1b,"['Feel Good Songs 💛🌻💛', 'Feel Good Songs 💛🌻💛', 'Feel Good Songs 💛🌻💛']","['Sir Duke - Stevie Wonder', 'Sir Duke - Stevie Wonder', 'Sir Duke - Stevie Wonder']",3
2WfaOiMkCvy7F5fcp2zZ8L,"['Feel Good Songs 💛🌻💛', 'Feel Good Songs 💛🌻💛', 'Feel Good Songs 💛🌻💛', 'DRIVING MUSIC TO KEEP YOU AWAKE AND POPPIN', 'THROWBACKS 80s, 90s, 00s', ""Upbeat Oldies (70's 80's 90's) 😎"", '100 Greatest Pop Songs Ever', '80s Hits - Best of the 80s', 'Clásicos de los 80 y 90 en Inglés | Música Disco, Dance, Electrónica, New Wave, Pop y Rock ', '80s Euro Pop', '100 Greatest Driving Songs', 'Roadtrip Bangers', '70s, 80s, 90s road trip jams', '100 Greatest Driving Songs', ""80's + 90's Movies Soundtracks"", '100 Greatest Driving Songs', 'Awesome 80s Workout Mix', '80s Workout Mix | Workout Hits | Aerobic Music | Training Fitness | Gym Motivation | Cardio | Treino', 'Background Music Work', '80s 90s  Summer Pool Party', 'super happy fun playlist', ""Classic Rock/80's/90's"", ""maybe we'll meet at a bar he'll drive a funky car"", 'DISCO DANCE PARTY OVERLOAD', ""80, 90's, 00s' Party"", 'Flashback 70s 80s 90s | Best Dance Hits | Retro Music Mix | Dance Party | Disco Hits | Nostalgia']","['Take on Me - a-ha', 'Take on Me - a-ha', 'Take on Me - a-ha', 'Take on Me - a-ha', 'Take on Me - a-ha', 'Take on Me - a-ha', 'Take on Me - a-ha', 'Take on Me - a-ha', 'Take on Me - a-ha', 'Take on Me - a-ha', 'Take on Me - a-ha', 'Take on Me - a-ha', 'Take on Me - a-ha', 'Take on Me - a-ha', 'Take on Me - a-ha', 'Take on Me - a-ha', 'Take on Me - a-ha', 'Take on Me - a-ha', 'Take on Me - a-ha', 'Take on Me - a-ha', 'Take on Me - a-ha', 'Take on Me - a-ha', 'Take on Me - a-ha', 'Take on Me - a-ha', 'Take on Me - a-ha', 'Take on Me - a-ha']",26
3Vby4nGmtbDo7HDJamOWkT,"['Feel Good Songs 💛🌻💛', 'Feel Good Songs 💛🌻💛', 'Feel Good Songs 💛🌻💛', '1960-1980 Soft Rock', 'Campfire Oldies', 'rock anthems early 70s sunday morning']","['Stuck In The Middle With You - Stealers Wheel', 'Stuck In The Middle With You - Stealers Wheel', 'Stuck In The Middle With You - Stealers Wheel', 'Stuck In The Middle With You - Stealers Wheel', 'Stuck In The Middle With You - Stealers Wheel', 'Stuck In The Middle With You - Stealers Wheel']",6
70C4NyhjD5OZUMzvWZ3njJ,"['Feel Good Songs 💛🌻💛', 'Feel Good Songs 💛🌻💛', 'Feel Good Songs 💛🌻💛', 'a happy old nostalgic summer playlist', 'Oldies that everyone knows 🦤', ""70s Hits - The Biggest Hits of the 70's"", ""70s Hits - The Biggest Hits of the 70's"", 'Walking through the city on drugs', 'walking around vienna alone at night', '70s HITS | TOP 100 SONGS', ""70s Hits - The Biggest Hits of the 70's"", 'The Best Of 70’s', 'Take Me Home, Country Roads']","['Piano Man - Billy Joel', 'Piano Man - Billy Joel', 'Piano Man - Billy Joel', 'Piano Man - Billy Joel', 'Piano Man - Billy Joel', 'Piano Man - Billy Joel', 'Piano Man - Billy Joel', 'Piano Man - Billy Joel', 'Piano Man - Billy Joel', 'Piano Man - Billy Joel', 'Piano Man - Billy Joel', 'Piano Man - Billy Joel', 'Piano Man - Billy Joel']",13
2374M0fQpWi3dLnB54qaLX,"['Feel Good Songs 💛🌻💛', '100 Most Uplifting Songs Ever', 'Feel Good Songs 💛🌻💛', 'Feel Good ', 'Feel Good Songs 💛🌻💛', 'Best feel good songs ever', 'feel good', 'YACHT ROCK | TOP 100 SONGS', 'Classic Rock Songs 60s 70s 80s 90s', 'YACHT ROCK | TOP 100 SONGS', 'Dad approved yacht rock', 'The Ultimate YACHT ROCK Mix', 'Yacht Rock Radio', 'Yatch Rock Radio', 'Classic Rock Songs 60s 70s 80s 90s', 'Classic Rock/Oldies', 'Old time Rock and Roll', 'YACHT ROCK | TOP 100 SONGS', '100 Greatest Soft Rock Songs', ""70s Hits - The Biggest Hits of the 70's"", 'Soft Rock 80s and 90s Mix - Best Soft Rock Songs 80s 90s', 'Soft Rock Hits 70s 80s 90s - Greatest Classic Rock Songs 70s 80s 90s Playlist (Iconic Rock Music)', ""80's Soft Rock - Top Hits"", '100 Greatest Pop Songs Ever', '80s Hits - Best of the 80s', '80s Ballads Hits', '80s Greatest Hits', 'Clásicos de los 80 y 90 en Inglés | Música Disco, Dance, Electrónica, New Wave, Pop y Rock ', '80s Ballads Hits', ""70s Hits - The Biggest Hits of the 70's"", '70s, 80s, 90s road trip jams', 'Awesome 80s Workout Mix', 'Entertaining guests but not a party', 'Background Music Work', 'Firepit Music 🔥', '80s 90s  Summer Pool Party', 'Classic Rock Songs 60s 70s 80s 90s', ""70s Hits - The Biggest Hits of the 70's"", 'Classic Rock Songs 60s 70s 80s 90s', 'Soft Rock 80s and 90s Mix - Best Soft Rock Songs 80s 90s', '80s Ballads Hits', ""80's Soft Rock - Top Hits"", ""80s Rock Hits Music Playlist - Greatest 1980's Rock Songs"", 'Relaxing 70s/80s/90s', 'Mix - John Denver - Take Me Home, Country Roads (Audio)']","['Africa - TOTO', 'Africa - TOTO', 'Africa - TOTO', 'Africa - TOTO', 'Africa - TOTO', 'Africa - TOTO', 'Africa - TOTO', 'Africa - TOTO', 'Africa - TOTO', 'Africa - TOTO', 'Africa - TOTO', 'Africa - TOTO', 'Africa - TOTO', 'Africa - TOTO', 'Africa - TOTO', 'Africa - TOTO', 'Africa - TOTO', 'Africa - TOTO', 'Africa - TOTO', 'Africa - TOTO', 'Africa - TOTO', 'Africa - TOTO', 'Africa - TOTO', 'Africa - TOTO', 'Africa - TOTO', 'Africa - TOTO', 'Africa - TOTO', 'Africa - TOTO', 'Africa - TOTO', 'Africa - TOTO', 'Africa - TOTO', 'Africa - TOTO', 'Africa - TOTO', 'Africa - TOTO', 'Africa - TOTO', 'Africa - TOTO', 'Africa - TOTO', 'Africa - TOTO', 'Africa - TOTO', 'Africa - TOTO', 'Africa - TOTO', 'Africa - TOTO', 'Africa - TOTO', 'Africa - TOTO', 'Africa - TOTO']",45
6NPVjNh8Jhru9xOmyQigds,"['Pharrell Williams - Happy', 'Feel Good', 'Clean dance party music', 'Fun Wedding Dance Songs']","['Happy - Pharrell Williams', 'Happy - Pharrell Williams', 'Happy - Pharrell Williams', 'Happy - Pharrell Williams']",4
32OlwWuMpZ6b0aN2RZOeMS,"['Pharrell Williams - Happy', 'feel good!', 'Get Pumped Up! 🤙🏼', 'Kids Pump Up Music', 'PARTY 2000 2010 🔥 Nostalgia Pop Top Hits Dance Radio Summer Music Classic Friday Mix', 'Top 100 Funk Songs of All Time', 'Memorial Day BBQ Playlist! (ages 30+) ', 'upbeat pop and country', 'Cardio fun mix', '2025 kids & family dance party', 'dance party in ur room @1am', 'super happy fun playlist', 'Memorial Day BBQ Playlist! (ages 30+) ', 'Top 100 Funk Songs of All Time']","['Uptown Funk (feat. Bruno Mars) - Mark Ronson', 'Uptown Funk (feat. Bruno Mars) - Mark Ronson', 'Uptown Funk (feat. Bruno Mars) - Mark Ronson', 'Uptown Funk (feat. Bruno Mars) - Mark Ronson', 'Uptown Funk (feat. Bruno Mars) - Mark Ronson', 'Uptown Funk (feat. Bruno Mars) - Mark Ronson', 'Uptown Funk (feat. Bruno Mars) - Mark Ronson', 'Uptown Funk (feat. Bruno Mars) - Mark Ronson', 'Uptown Funk (feat. Bruno Mars) - Mark Ronson', 'Uptown Funk (feat. Bruno Mars) - Mark Ronson', 'Uptown Funk (feat. Bruno Mars) - Mark Ronson', 'Uptown Funk (feat. Bruno Mars) - Mark Ronson', 'Uptown Funk (feat. Bruno Mars) - Mark Ronson', 'Uptown Funk (feat. Bruno Mars) - Mark Ronson']",14
2qSkIjg1o9h3YT9RAgYN75,"['Happy Vibes 2025 ☀️', 'Happy songs everyone knows 😄 🙌', 'Happy Vibes 2025 ☀️', 'Leelah loves', 'PURE POP', 'Hot Girl Dance Party', 'Travel Songs (Hindi) | Bollywood Roadtrip  Hindi | Indie Travels ', 'Hot Girls Workout 2025 🍑 Hot Gym Girls 🍑 bad bitches bangers to workout to when hitting the gym', 'Hot Girl Dance Party', 'Brunch Vibes 2025', 'THAT girl energy💋', 'Feel Good Songs 💛 Happy Vibes only 🌞 ', 'Morning Energy Boost 🌞 Happy Vibes & Energizing Mood 2025', 'BEACH PARTY 2025  🌊', 'Beachy Vibes 2025 🌴 Summer Vibes', 'beach songs everyone knows 🏄\u200d♂', 'girls pool day ☀️🐚👙🌴']","['Espresso - Sabrina Carpenter', 'Espresso - Sabrina Carpenter', 'Espresso - Sabrina Carpenter', 'Espresso - Sabrina Carpenter', 'Espresso - Sabrina Carpenter', 'Espresso - Sabrina Carpenter', 'Espresso - Sabrina Carpenter', 'Espresso - Sabrina Carpenter', 'Espresso - Sabrina Carpenter', 'Espresso - Sabrina Carpenter', 'Espresso - Sabrina Carpenter', 'Espresso - Sabrina Carpenter', 'Espresso - Sabrina Carpenter', 'Espresso - Sabrina Carpenter', 'Espresso - Sabrina Carpenter', 'Espresso - Sabrina Carpenter', 'Espresso - Sabrina Carpenter']",17
0GRc3eGTg8HBdWLRGYgqIc,"['Happy Vibes 2025 ☀️', '100 Uplifting Songs', 'Happy Vibes 2025 ☀️', 'Office Playlist 2025', 'Office Playlist 2025', 'Urban Films Music']","['Azizam - Ed Sheeran', 'Azizam - Ed Sheeran', 'Azizam - Ed Sheeran', 'Azizam - Ed Sheeran', 'Azizam - Ed Sheeran', 'Azizam - Ed Sheeran']",6
7221xIgOnuakPdLqT0F3nP,"['Happy Vibes 2025 ☀️', 'GOOD VIBES COUNTRY 🤠 ', 'Happy Vibes 2025 ☀️', 'Country Hits Today and Yesterday', 'Country Pop 2025 - Folk Pop - Country songs - Country Hits 2025', 'Country Remixes & Pop Country (Upbeat Country & Country Remixed YeeDM 2025-2026)', 'Country Music Workout 2025 💪🏽', 'Hosting Friends', 'beach songs everyone knows 🏄\u200d♂', 'Campfire Nights', 'COUNTRY MUSIC 2025 🔥 Top Country Hits + New Songs', 'Best of Country | Country Hits 2025', 'TOP COUNTRY SONGS 2025 - The Best New Hits']","['I Had Some Help (Feat. Morgan Wallen) - Post Malone', 'I Had Some Help (Feat. Morgan Wallen) - Post Malone', 'I Had Some Help (Feat. Morgan Wallen) - Post Malone', 'I Had Some Help (Feat. Morgan Wallen) - Post Malone', 'I Had Some Help (Feat. Morgan Wallen) - Post Malone', 'I Had Some Help (Feat. Morgan Wallen) - Post Malone', 'I Had Some Help (Feat. Morgan Wallen) - Post Malone', 'I Had Some Help (Feat. Morgan Wallen) - Post Malone', 'I Had Some Help (Feat. Morgan Wallen) - Post Malone', 'I Had Some Help (Feat. Morgan Wallen) - Post Malone', 'I Had Some Help (Feat. Morgan Wallen) - Post Malone', 'I Had Some Help (Feat. Morgan Wallen) - Post Malone', 'I Had Some Help (Feat. Morgan Wallen) - Post Malone']",13
23KYNQyJ0nW1kdIwbVT2qI,"['Happy Vibes 2025 ☀️', 'Happy Vibes 2025 ☀️', 'Chill  Vibes 2025 🌙', 'Brunch Vibes 2025']","['Hey Ya! - PLÜM', 'Hey Ya! - PLÜM', 'Hey Ya! - PLÜM', 'Hey Ya! - PLÜM']",4
7FAFkQQZFeNwOFzTrSDFIh,"['Happy Vibes 2025 ☀️', 'Happy Vibes 2025 ☀️', 'Beachy Vibes 2025 🌴 Summer Vibes', 'getting ready for dinner after a beach day', 'Chill Songs for Car Drives🚗']","['The Spins - Mac Miller', 'The Spins - Mac Miller', 'The Spins - Mac Miller', 'The Spins - Mac Miller', 'The Spins - Mac Miller']",5
2plbrEY59IikOBgBGLjaoe,"['Happy Vibes 2025 ☀️', 'FEEL GOOD', 'Happy Vibes 2025 ☀️', 'Lovestruck', 'Clean HITS 2025 🍊 Best Pop Clean Songs 2025 Hits', 'Best TikTok Viral Songs 2025 ⚡️', 'summer sunset drive', 'Driving till the sunset!', 'Brunch Vibes 2025']","['Die With A Smile - Lady Gaga', 'Die With A Smile - Lady Gaga', 'Die With A Smile - Lady Gaga', 'Die With A Smile - Lady Gaga', 'Die With A Smile - Lady Gaga', 'Die With A Smile - Lady Gaga', 'Die With A Smile - Lady Gaga', 'Die With A Smile - Lady Gaga', 'Die With A Smile - Lady Gaga']",9
3RfTeIrWS8LNrfHYwechtt,"['Happy Vibes 2025 ☀️', 'Happy Vibes 2025 ☀️', 'Actual Hype Songs EVERYONE Knows  ', 'Outdoor Fun']","['Sunroof - Nicky Youre', 'Sunroof - Nicky Youre', 'Sunroof - Nicky Youre', 'Sunroof - Nicky Youre']",4
19kHhX6f6EfLU7rcO3RqjO,"['Happy Vibes 2025 ☀️', 'Happy Vibes 2025 ☀️', 'RUNNER GIRL JAMS👟🏃\u200d♀️🎧🔥', 'cozy cooking dinner vibes', 'Brunch Vibes 2025', 'cozy cooking dinner vibes', 'BBQ Summer Vibes 2025 🌞', 'Hotel Lounge Music 🍸 Bar Chill Jazz Mix']","['Back On 74 - Jungle', 'Back On 74 - Jungle', 'Back On 74 - Jungle', 'Back On 74 - Jungle', 'Back On 74 - Jungle', 'Back On 74 - Jungle', 'Back On 74 - Jungle', 'Back On 74 - Jungle']",8
7FESgYLcOufHqKlwrvJN60,"['Happy Vibes 2025 ☀️', 'Happy Vibes 2025 ☀️', 'Williamsburg Brunch']","['Feel It Still - Portugal. The Man', 'Feel It Still - Portugal. The Man', 'Feel It Still - Portugal. The Man']",3
5G2f63n7IPVPPjfNIGih7Q,"['Happy Vibes 2025 ☀️', 'Happy Vibes 2025 ☀️', '‧꒰˚ʚ lovestruck ɞ˚꒱‧', 'i hate men era❤️\u200d🔥', 'Clean HITS 2025 🍊 Best Pop Clean Songs 2025 Hits', 'Best TikTok Viral Songs 2025 ⚡️', 'Feel Good Songs 💛 Happy Vibes only 🌞 ', 'Morning Energy Boost 🌞 Happy Vibes & Energizing Mood 2025']","['Taste - Sabrina Carpenter', 'Taste - Sabrina Carpenter', 'Taste - Sabrina Carpenter', 'Taste - Sabrina Carpenter', 'Taste - Sabrina Carpenter', 'Taste - Sabrina Carpenter', 'Taste - Sabrina Carpenter', 'Taste - Sabrina Carpenter']",8
4bAFo6r2ODMDoqM5YHV2gM,"[""Children's songs 😊 Happy kids\xa0music"", 'Kids Pump Up Music', 'Dance Party Songs for Kids']","['I Like To Move It - will.i.am', 'I Like To Move It - will.i.am', 'I Like To Move It - will.i.am']",3
6JV2JOEocMgcZxYSZelKcc,"[""Children's songs 😊 Happy kids\xa0music"", 'Happy songs everyone knows 😄 🙌', 'Legends Baseball & Softball Camp Pump Up Playlist!', 'Nostalgic Summer vibes ☀️', 'Pop dance music 2000-2023', 'Feel Good Songs 💛 Happy Vibes only 🌞 ']","['CAN\'T STOP THE FEELING! (from DreamWorks Animation\'s ""TROLLS"") - Justin Timberlake', 'CAN\'T STOP THE FEELING! (from DreamWorks Animation\'s ""TROLLS"") - Justin Timberlake', 'CAN\'T STOP THE FEELING! (from DreamWorks Animation\'s ""TROLLS"") - Justin Timberlake', 'CAN\'T STOP THE FEELING! (from DreamWorks Animation\'s ""TROLLS"") - Justin Timberlake', 'CAN\'T STOP THE FEELING! (from DreamWorks Animation\'s ""TROLLS"") - Justin Timberlake', 'CAN\'T STOP THE FEELING! (from DreamWorks Animation\'s ""TROLLS"") - Justin Timberlake']",6
3UoULw70kMsiVXxW0L3A33,"['happy girl era🛼🫧🪐', 'pop songs everyone knows 🍒', 'unwinding for the night 😴', 'unwinding for the night 😴', 'get unready with me🤍🧖🏼\u200d♀️🫧', 'unwinding for the night']","['pov - Ariana Grande', 'pov - Ariana Grande', 'pov - Ariana Grande', 'pov - Ariana Grande', 'pov - Ariana Grande', 'pov - Ariana Grande']",6
1YLJVmuzeM2YSUkCCaTNUB,"['happy girl era🛼🫧🪐', 'Let the frustration out‼️', 'High energy indie rock ', ""Sadie's Puppy Party Jams "", 'Office Playlist 2025', 'Office Playlist 2025', 'RUNNING HYPE PLAYLIST 🔋 ❤️\u200d🔥', 'BEST RUNNING PLAYLIST ⭐️', '2025 DANCE PARTY🕺', 'hanging out with friends ', 'Poolside Chillin - No Rap']","['Dog Days Are Over - Florence + The Machine', 'Dog Days Are Over - Florence + The Machine', 'Dog Days Are Over - Florence + The Machine', 'Dog Days Are Over - Florence + The Machine', 'Dog Days Are Over - Florence + The Machine', 'Dog Days Are Over - Florence + The Machine', 'Dog Days Are Over - Florence + The Machine', 'Dog Days Are Over - Florence + The Machine', 'Dog Days Are Over - Florence + The Machine', 'Dog Days Are Over - Florence + The Machine', 'Dog Days Are Over - Florence + The Machine']",11
5r5cp9IpziiIsR6b93vcnQ,"['happy girl era🛼🫧🪐', 'Best indie songs of all time ', 'Best indie songs of all time ', 'the BEST running playlist 🧚🏽 ', 'Upbeat Coffee Shop Mix', 'Songs for around the fire', 'getting ready for dinner after a beach day', 'Driving to the beach this summer 🌞', 'walkin’ thu the airport']","['Walking On A Dream - Empire Of The Sun', 'Walking On A Dream - Empire Of The Sun', 'Walking On A Dream - Empire Of The Sun', 'Walking On A Dream - Empire Of The Sun', 'Walking On A Dream - Empire Of The Sun', 'Walking On A Dream - Empire Of The Sun', 'Walking On A Dream - Empire Of The Sun', 'Walking On A Dream - Empire Of The Sun', 'Walking On A Dream - Empire Of The Sun']",9
6AQbmUe0Qwf5PZnt4HmTXv,"['happy girl era🛼🫧🪐', '*♡* Songs To Listen to when your in love/Lovestruck...*♡*', '# Travel Playlist']","[""Boy's a liar Pt. 2 - PinkPantheress"", ""Boy's a liar Pt. 2 - PinkPantheress"", ""Boy's a liar Pt. 2 - PinkPantheress""]",3
4c6vZqYHFur11FbWATIJ9P,"['happy girl era🛼🫧🪐', 'HAPPY GIRL SUMMER👸🏻🤗🎀💛😇💝', '90s Whimsigothic 🌜🌞', '90s Whimsigothic 🌜🌞', '90s Whimsigothic 🌜🌞', '90s Whimsigothic 🌜🌞', '90s Whimsigothic 🌜🌞', 'SUNDAY BRUNCH 🥞 ', 'Mothers Day Brunch', 'Hosting Friends ', 'romcom main character morning routine ', 'sunny afternoon car ride']","[""There She Goes - The La's"", ""There She Goes - The La's"", ""There She Goes - The La's"", ""There She Goes - The La's"", ""There She Goes - The La's"", ""There She Goes - The La's"", ""There She Goes - The La's"", ""There She Goes - The La's"", ""There She Goes - The La's"", ""There She Goes - The La's"", ""There She Goes - The La's"", ""There She Goes - The La's""]",12
6dgUya35uo964z7GZXM07g,"['happy girl era🛼🫧🪐', 'Feel Good', 'Clean girly pop music🫧💗🩰', 'cooking & dancing in the kitchen']","['Nonsense - Sabrina Carpenter', 'Nonsense - Sabrina Carpenter', 'Nonsense - Sabrina Carpenter', 'Nonsense - Sabrina Carpenter']",4
6tDDoYIxWvMLTdKpjFkc1B,"['happy girl era🛼🫧🪐', 'ethereal dreamy songs', 'Rnb girls we trust🫀', 'Hosting Friends', 'it girl morning 🧖\u200d♀️🛁🌟', 'aesthetic morning routine🌸🤍✨', 'MORNING ROUTINE']","['telepatía - Kali Uchis', 'telepatía - Kali Uchis', 'telepatía - Kali Uchis', 'telepatía - Kali Uchis', 'telepatía - Kali Uchis', 'telepatía - Kali Uchis', 'telepatía - Kali Uchis']",7
1otG6j1WHNvl9WgXLWkHTo,"['happy girl era🛼🫧🪐', '. • travel playlist • .', 'it girl morning 🧖\u200d♀️🛁🌟', 'driving in a city at night']","['After The Storm (feat. Tyler, The Creator & Bootsy Collins) - Kali Uchis', 'After The Storm (feat. Tyler, The Creator & Bootsy Collins) - Kali Uchis', 'After The Storm (feat. Tyler, The Creator & Bootsy Collins) - Kali Uchis', 'After The Storm (feat. Tyler, The Creator & Bootsy Collins) - Kali Uchis']",4
